seq,inv,post,id,prov,doc,header,abbrev,due,w/e,fund,account,cc1,cc2,cc3,debit,credit
1,253679,08/07/2013,2530,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",212.76,""
2,253679,08/07/2013,2530,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",212.76
1,253680,08/07/2013,2518,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",598.88,""
2,253680,08/07/2013,2518,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",598.88
1,253681,08/07/2013,2826,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",992.88,""
2,253681,08/07/2013,2826,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",992.88
1,253682,08/07/2013,2689,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",378.24,""
2,253682,08/07/2013,2689,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",378.24
1,253683,08/07/2013,2689,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",189.12,""
2,253683,08/07/2013,2689,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",189.12
1,253684,08/07/2013,2604,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",189.12,""
2,253684,08/07/2013,2604,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",189.12
1,253685,08/07/2013,2611,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",556.33,""
2,253685,08/07/2013,2611,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",556.33
1,253686,08/07/2013,2526,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253686,08/07/2013,2526,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253687,08/07/2013,2637,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1400.0,""
2,253687,08/07/2013,2637,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1400.0
1,253688,08/07/2013,1912,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1400.0,""
2,253688,08/07/2013,1912,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1400.0
1,253689,08/07/2013,1698,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1024.4,""
2,253689,08/07/2013,1698,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1024.4
1,253690,08/07/2013,2000,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253690,08/07/2013,2000,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253691,08/07/2013,2420,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",441.28,""
2,253691,08/07/2013,2420,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",441.28
1,253692,08/07/2013,2633,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",661.92,""
2,253692,08/07/2013,2633,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",661.92
1,253693,08/07/2013,2396,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1256.86,""
2,253693,08/07/2013,2396,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1256.86
1,253694,08/07/2013,2339,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",870.74,""
2,253694,08/07/2013,2339,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",870.74
1,253695,08/07/2013,2590,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",236.4,""
2,253695,08/07/2013,2590,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",236.4
1,253696,08/07/2013,2590,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",157.6,""
2,253696,08/07/2013,2590,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",157.6
1,253697,08/07/2013,2565,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",567.36,""
2,253697,08/07/2013,2565,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",567.36
1,253698,08/07/2013,2565,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",189.12,""
2,253698,08/07/2013,2565,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",189.12
1,253699,08/07/2013,2320,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",63.04,""
2,253699,08/07/2013,2320,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",63.04
1,253700,08/07/2013,2690,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",583.12,""
2,253700,08/07/2013,2690,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",583.12
1,253701,08/07/2013,2631,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",378.24,""
2,253701,08/07/2013,2631,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",378.24
1,253702,08/07/2013,2569,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",441.28,""
2,253702,08/07/2013,2569,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",441.28
1,253703,08/07/2013,2569,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",189.12,""
2,253703,08/07/2013,2569,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",189.12
1,253704,08/07/2013,GNT1031,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",819.52,""
2,253704,08/07/2013,GNT1031,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",819.52
1,253705,08/07/2013,GNT04415,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",394.0,""
2,253705,08/07/2013,GNT04415,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",394.0
1,253706,08/07/2013,1467,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253706,08/07/2013,1467,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253707,08/07/2013,2205,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",472.8,""
2,253707,08/07/2013,2205,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",472.8
1,253708,08/07/2013,2525,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253708,08/07/2013,2525,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253709,08/07/2013,2915,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",185.18,""
2,253709,08/07/2013,2915,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",185.18
1,253710,08/07/2013,2561,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",878.62,""
2,253710,08/07/2013,2561,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",878.62
1,253711,08/07/2013,2564,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253711,08/07/2013,2564,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253712,08/07/2013,2564,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",126.08,""
2,253712,08/07/2013,2564,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",126.08
1,253713,08/07/2013,2312,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",236.4,""
2,253713,08/07/2013,2312,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",236.4
1,253714,08/07/2013,2312,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",157.6,""
2,253714,08/07/2013,2312,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",157.6
1,253715,08/07/2013,2583,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",661.92,""
2,253715,08/07/2013,2583,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",661.92
1,253716,08/07/2013,GNT1044,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1323.84,""
2,253716,08/07/2013,GNT1044,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1323.84
1,253717,08/07/2013,2614,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",941.66,""
2,253717,08/07/2013,2614,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",941.66
1,253718,08/07/2013,2519,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",677.68,""
2,253718,08/07/2013,2519,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",677.68
1,253719,08/07/2013,2691,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1103.2,""
2,253719,08/07/2013,2691,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1103.2
1,253720,08/07/2013,2889,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",472.8,""
2,253720,08/07/2013,2889,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",472.8
1,253721,08/07/2013,GNT581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",378.24,""
2,253721,08/07/2013,GNT581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",378.24
1,253722,08/07/2013,GNT581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",252.16,""
2,253722,08/07/2013,GNT581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",252.16
1,253723,08/07/2013,2581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",236.4,""
2,253723,08/07/2013,2581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",236.4
1,253724,08/07/2013,2581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",126.08,""
2,253724,08/07/2013,2581,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",126.08
1,253725,08/07/2013,2692,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",551.6,""
2,253725,08/07/2013,2692,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",551.6
1,253726,08/07/2013,GNT04602500,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",866.8,""
2,253726,08/07/2013,GNT04602500,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",866.8
1,253727,08/07/2013,GNT1026,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",914.08,""
2,253727,08/07/2013,GNT1026,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",914.08
1,253728,08/07/2013,GNT044282,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",283.68,""
2,253728,08/07/2013,GNT044282,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",283.68
1,253729,08/07/2013,GNT044282,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",94.56,""
2,253729,08/07/2013,GNT044282,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",94.56
1,253730,08/07/2013,GNT571,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",567.36,""
2,253730,08/07/2013,GNT571,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",567.36
1,253731,08/07/2013,2363,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",189.12,""
2,253731,08/07/2013,2363,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",189.12
1,253732,08/07/2013,GNT845900,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",402.24,""
2,253732,08/07/2013,GNT845900,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",402.24
1,253733,08/07/2013,GNT845900,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",167.6,""
2,253733,08/07/2013,GNT845900,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",167.6
1,253734,08/07/2013,GNT1054,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",502.8,""
2,253734,08/07/2013,GNT1054,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",502.8
1,253735,08/07/2013,2529,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253735,08/07/2013,2529,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253736,08/07/2013,2605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",598.88,""
2,253736,08/07/2013,2605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",598.88
1,253737,08/07/2013,2605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",315.2,""
2,253737,08/07/2013,2605,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",315.2
1,253738,08/07/2013,2340,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",267.92,""
2,253738,08/07/2013,2340,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",267.92
1,253739,08/07/2013,1945,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",248.22,""
2,253739,08/07/2013,1945,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",248.22
1,253740,08/07/2013,2665,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",252.16,""
2,253740,08/07/2013,2665,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",252.16
1,253741,08/07/2013,2815,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",1400.0,""
2,253741,08/07/2013,2815,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",1400.0
1,253742,08/07/2013,2588,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",703.92,""
2,253742,08/07/2013,2588,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",703.92
1,253743,08/07/2013,2426,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",551.6,""
2,253743,08/07/2013,2426,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",551.6
1,253744,08/07/2013,GNT509,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",468.86,""
2,253744,08/07/2013,GNT509,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",468.86
1,253745,08/07/2013,2553,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",768.3,""
2,253745,08/07/2013,2553,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",768.3
1,253746,08/07/2013,2621,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",429.46,""
2,253746,08/07/2013,2621,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",429.46
1,253747,08/07/2013,2490,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",630.4,""
2,253747,08/07/2013,2490,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",630.4
1,253748,08/07/2013,2341,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",378.24,""
2,253748,08/07/2013,2341,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",378.24
1,253749,08/07/2013,1675,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",709.2,""
2,253749,08/07/2013,1675,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",709.2
1,253750,08/07/2013,1675,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",283.68,""
2,253750,08/07/2013,1675,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",283.68
1,253751,08/07/2013,2591,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",740.72,""
2,253751,08/07/2013,2591,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",740.72
1,253752,08/07/2013,2694,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",126.08,""
2,253752,08/07/2013,2694,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",126.08
1,253753,08/07/2013,2694,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",126.08,""
2,253753,08/07/2013,2694,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",126.08
1,253754,08/07/2013,1697,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",457.04,""
2,253754,08/07/2013,1697,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",457.04
1,253755,08/07/2013,2536,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",252.16,""
2,253755,08/07/2013,2536,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",252.16
1,253756,08/07/2013,2697,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",657.98,""
2,253756,08/07/2013,2697,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",657.98
1,253757,08/07/2013,GNT1068,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",260.04,""
2,253757,08/07/2013,GNT1068,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",260.04
1,253758,08/07/2013,2620,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",351.96,""
2,253758,08/07/2013,2620,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",351.96
1,253759,08/07/2013,2619,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",301.68,""
2,253759,08/07/2013,2619,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",301.68
1,253760,08/07/2013,GNT582,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,1201,"","","",149.72,""
2,253760,08/07/2013,GNT582,GUILDNET,08/07/2013,To Record 08/07/2013 Billing,08/13G,08/07/2013,To Rec for W/E  Billing,300,5001,300,"","","",149.72
